,Id,semaforo_15m
11284,LC-2020-0062647,False
11285,LC-2020-0063000,False
11286,LC-2020-0063089,False
11287,LC-2020-0063189,False
11288,LC-2020-0063332,False
11289,LC-2020-0063496,False
11290,LC-2020-0063690,True
11291,LC-2020-0063732,False
11292,LC-2020-0063782,False
11293,LC-2020-0063943,False
11294,LC-2020-0063977,False
11295,LC-2020-0064031,False
11296,LC-2020-0064077,True
11297,LC-2020-0064106,True
11298,LC-2020-0064315,True
11299,LC-2020-0064364,True
11300,LC-2020-0064805,False
11301,LC-2020-0064827,True
11302,LC-2020-0064985,True
11303,LC-2020-0065364,False
11304,LC-2020-0065393,True
11305,LC-2020-0065779,True
11306,LC-2020-0065791,True
11307,LC-2020-0066156,False
11308,LC-2020-0066404,True
11309,LC-2020-0066452,False
11310,LC-2020-0066505,False
11311,LC-2020-0066855,False
11312,LC-2020-0066869,True
11313,LC-2020-0067026,True
11314,LC-2020-0067058,False
11315,LC-2020-0067093,False
11316,LC-2020-0067105,True
11317,LC-2020-0067107,False
11318,LC-2020-0067119,False
11319,LC-2020-0067136,True
11320,LC-2020-0067190,True
11321,LC-2020-0067245,False
11322,LC-2020-0067352,False
11323,LC-2020-0067635,True
11324,LC-2020-0067663,True
11325,LC-2020-0067818,True
11326,LC-2020-0067883,False
11327,LC-2020-0068156,True
11328,LC-2020-0068363,False
11329,LC-2020-0068518,False
11330,LC-2020-0068862,False
11331,LC-2020-0068902,False
11332,LC-2020-0068909,True
11333,LC-2020-0068977,False
11334,LC-2020-0069268,True
11335,LC-2020-0069271,False
11336,LC-2020-0069286,False
11337,LC-2020-0069427,False
11338,LC-2020-0069636,True
11339,LC-2020-0069786,False
11340,LC-2020-0069841,True
11341,LC-2020-0069923,False
11342,LC-2020-0070172,True
11343,LC-2020-0070318,True
11344,LC-2020-0070340,False
11345,LC-2020-0070354,True
11346,LC-2020-0070858,False
11347,LC-2020-0071330,True
11348,LC-2020-0071366,False
11349,LC-2020-0071405,False
11350,LC-2020-0071625,False
11351,LC-2020-0071825,False
11352,LC-2020-0072178,True
11353,LC-2020-0072180,False
11354,LC-2020-0072316,False
11355,LC-2020-0072411,True
11356,LC-2020-0072428,False
11357,LC-2020-0072615,True
11358,LC-2020-0072702,False
11359,LC-2020-0072887,True
11360,LC-2020-0072912,True
11361,LC-2020-0072959,True
11362,LC-2020-0072962,True
11363,LC-2020-0073335,True
11364,LC-2020-0073550,False
11365,LC-2020-0073707,False
11366,LC-2020-0073721,False
11367,LC-2020-0073731,True
11368,LC-2020-0073810,False
11369,LC-2020-0073900,True
11370,LC-2020-0074097,False
11371,LC-2020-0074244,True
11372,LC-2020-0074612,True
11373,LC-2020-0074623,True
11374,LC-2020-0074728,True
11375,LC-2020-0074782,False
11376,LC-2020-0074786,False
11377,LC-2020-0074921,False
11378,LC-2020-0074934,True
11379,LC-2020-0075062,True
11380,LC-2020-0075065,False
11381,LC-2020-0075183,False
11382,LC-2020-0075198,False
11383,LC-2020-0075223,True
11384,LC-2020-0075277,False
11385,LC-2020-0075334,False
11386,LC-2020-0075528,False
11387,LC-2020-0075593,True
11388,LC-2020-0075649,True
11389,LC-2020-0075735,True
11390,LC-2020-0075787,False
11391,LC-2020-0075877,False
11392,LC-2020-0075886,False
11393,LC-2020-0075949,False
11394,LC-2020-0076077,True
11395,LC-2020-0076139,False
11396,LC-2020-0076366,False
11397,LC-2020-0076510,False
11398,LC-2020-0076522,False
11399,LC-2020-0076671,False
11400,LC-2020-0076710,False
11401,LC-2020-0076724,False
11402,LC-2020-0076833,True
11403,LC-2020-0076958,False
11404,LC-2020-0076977,False
11405,LC-2020-0077059,True
11406,LC-2020-0077135,False
11407,LC-2020-0077298,False
11408,LC-2020-0077341,True
11409,LC-2020-0077348,False
11410,LC-2020-0077359,True
11411,LC-2020-0077485,True
11412,LC-2020-0077568,False
11413,LC-2020-0077790,False
11414,LC-2020-0077845,False
11415,LC-2020-0077879,False
11416,LC-2020-0078213,False
11417,LC-2020-0078309,False
11418,LC-2020-0078743,True
11419,LC-2020-0078835,False
11420,LC-2020-0078862,True
11421,LC-2020-0078984,True
11422,LC-2020-0079023,False
11423,LC-2020-0079093,True
11424,LC-2020-0079098,True
11425,LC-2020-0079119,False
11426,LC-2020-0079170,False
11427,LC-2020-0079331,False
11428,LC-2020-0079390,False
11429,LC-2020-0079395,True
11430,LC-2020-0079487,True
11431,LC-2020-0079546,False
11432,LC-2020-0079767,True
11433,LC-2020-0079949,True
11434,LC-2020-0079952,True
11435,LC-2020-0080006,False
11436,LC-2020-0080058,False
11437,LC-2020-0080082,False
11438,LC-2020-0080149,False
11439,LC-2020-0080262,True
11440,LC-2020-0080299,False
11441,LC-2020-0080434,True
11442,LC-2020-0080517,False
11443,LC-2020-0080663,True
11444,LC-2020-0081098,True
11445,LC-2020-0081171,False
11446,LC-2020-0081186,False
11447,LC-2020-0081335,True
11448,LC-2020-0081548,True
11449,LC-2020-0081556,True
11450,LC-2020-0081605,False
11451,LC-2020-0081675,False
11452,LC-2020-0081687,False
11453,LC-2020-0081715,False
11454,LC-2020-0081824,True
11455,LC-2020-0082089,True
11456,LC-2020-0082141,True
11457,LC-2020-0082189,True
11458,LC-2020-0082199,False
11459,LC-2020-0082210,True
11460,LC-2020-0082382,True
11461,LC-2020-0082483,True
11462,LC-2020-0082552,False
11463,LC-2020-0082664,False
11464,LC-2020-0082750,True
11465,LC-2020-0082766,False
11466,LC-2020-0082769,True
11467,LC-2020-0083088,True
11468,LC-2020-0083090,True
11469,LC-2020-0083122,True
11470,LC-2020-0083137,True
11471,LC-2020-0083254,True
11472,LC-2020-0083515,False
11473,LC-2020-0083558,False
11474,LC-2020-0083576,True
11475,LC-2020-0083706,True
11476,LC-2020-0083785,False
11477,LC-2020-0083874,False
11478,LC-2020-0083934,False
11479,LC-2020-0083945,False
11480,LC-2020-0084093,True
11481,LC-2020-0084137,False
11482,LC-2020-0084179,False
11483,LC-2020-0084504,True
11484,LC-2020-0084601,True
11485,LC-2020-0084619,True
11486,LC-2020-0084657,False
11487,LC-2020-0084687,True
11488,LC-2020-0085179,False
11489,LC-2020-0085217,True
11490,LC-2020-0085236,False
11491,LC-2020-0085258,False
11492,LC-2020-0085284,False
11493,LC-2020-0085312,True
11494,LC-2020-0085430,True
11495,LC-2020-0085597,True
11496,LC-2020-0085615,False
11497,LC-2020-0085625,False
11498,LC-2020-0085653,False
11499,LC-2020-0086449,False
11500,LC-2020-0086459,True
11501,LC-2020-0086462,False
11502,LC-2020-0086636,True
11503,LC-2020-0086820,True
11504,LC-2020-0087074,True
11505,LC-2020-0087082,True
11506,LC-2020-0087161,False
11507,LC-2020-0087207,False
11508,LC-2020-0087218,False
11509,LC-2020-0087427,False
11510,LC-2020-0087435,False
11511,LC-2020-0087470,False
11512,LC-2020-0087570,True
11513,LC-2020-0087664,True
11514,LC-2020-0087742,True
11515,LC-2020-0087787,True
11516,LC-2020-0087811,True
11517,LC-2020-0088112,True
11518,LC-2020-0088156,True
11519,LC-2020-0088362,True
11520,LC-2020-0088655,True
11521,LC-2020-0088677,True
11522,LC-2020-0088973,False
11523,LC-2020-0089129,False
11524,LC-2020-0089276,True
11525,LC-2020-0089372,True
11526,LC-2020-0089383,False
11527,LC-2020-0089620,True
11528,LC-2020-0089663,True
11529,LC-2020-0089693,False
11530,LC-2020-0089725,False
11531,LC-2020-0090009,False
11532,LC-2020-0090063,False
11533,LC-2020-0090098,False
11534,LC-2020-0090261,True
11535,LC-2020-0090357,False
11536,LC-2020-0090421,False
11537,LC-2020-0090503,False
11538,LC-2020-0090568,True
11539,LC-2020-0090589,False
11540,LC-2020-0090624,True
11541,LC-2020-0090665,False
11542,LC-2020-0090755,False
11543,LC-2020-0090834,True
11544,LC-2020-0090846,True
11545,LC-2020-0090876,False
11546,LC-2020-0090881,False
11547,LC-2020-0091127,False
11548,LC-2020-0091145,True
11549,LC-2020-0091154,False
11550,LC-2020-0091239,False
11551,LC-2020-0091294,True
11552,LC-2020-0091512,False
11553,LC-2020-0091727,True
11554,LC-2020-0091759,False
11555,LC-2020-0091990,True
11556,LC-2020-0092038,True
11557,LC-2020-0092041,True
11558,LC-2020-0092435,True
11559,LC-2020-0092467,False
11560,LC-2020-0092567,True
11561,LC-2020-0092772,True
11562,LC-2020-0092815,False
11563,LC-2020-0092915,False
11564,LC-2020-0092934,False
11565,LC-2020-0093040,True
11566,LC-2020-0093044,False
11567,LC-2020-0093210,True
11568,LC-2020-0093320,False
11569,LC-2020-0093646,True
11570,LC-2020-0093865,False
11571,LC-2020-0093929,True
11572,LC-2020-0093959,True
11573,LC-2020-0094002,True
11574,LC-2020-0094018,False
11575,LC-2020-0094232,True
11576,LC-2020-0094268,False
11577,LC-2020-0094426,False
11578,LC-2020-0094636,True
11579,LC-2020-0094768,False
11580,LC-2020-0094947,False
11581,LC-2020-0095074,False
11582,LC-2020-0095192,False
11583,LC-2020-0095328,False
11584,LC-2020-0095477,False
11585,LC-2020-0095637,True
11586,LC-2020-0095734,True
11587,LC-2020-0095807,True
11588,LC-2020-0095886,True
11589,LC-2020-0095951,False
11590,LC-2020-0095969,False
11591,LC-2020-0096398,True
11592,LC-2020-0096423,False
11593,LC-2020-0096441,False
11594,LC-2020-0096479,False
11595,LC-2020-0096632,False
11596,LC-2020-0096706,False
11597,LC-2020-0096779,False
11598,LC-2020-0096957,True
11599,LC-2020-0097454,False
11600,LC-2020-0097757,False
11601,LC-2020-0097837,True
11602,LC-2020-0097854,False
11603,LC-2020-0098033,True
11604,LC-2020-0098091,True
11605,LC-2020-0098644,False
11606,LC-2020-0098752,True
11607,LC-2020-0098791,True
11608,LC-2020-0099312,True
11609,LC-2020-0099346,True
11610,LC-2020-0099356,False
11611,LC-2020-0099503,True
11612,LC-2020-0099506,False
11613,LC-2020-0099562,False
11614,LC-2020-0099599,True
11615,LC-2020-0099610,True
11616,LC-2020-0099635,False
11617,LC-2020-0099665,False
11618,LC-2020-0099803,False
11619,LC-2020-0099966,False
11620,LC-2020-0099995,True
11621,LC-2020-0100184,True
11622,LC-2020-0100209,False
11623,LC-2020-0100220,False
11624,LC-2020-0100312,True
11625,LC-2020-0100503,False
11626,LC-2020-0100792,False
11627,LC-2020-0100794,False
11628,LC-2020-0100823,False
11629,LC-2020-0101083,False
11630,LC-2020-0101085,False
11631,LC-2020-0101087,False
11632,LC-2020-0101203,False
11633,LC-2020-0101430,False
11634,LC-2020-0101635,False
11635,LC-2020-0101641,False
11636,LC-2020-0101654,True
11637,LC-2020-0101734,True
11638,LC-2020-0101838,True
11639,LC-2020-0101921,True
11640,LC-2020-0102093,False
11641,LC-2020-0102127,True
11642,LC-2020-0102171,False
11643,LC-2020-0102228,False
11644,LC-2020-0102258,False
11645,LC-2020-0102437,True
11646,LC-2020-0102438,False
11647,LC-2020-0102448,False
11648,LC-2020-0102496,False
11649,LC-2020-0102783,False
11650,LC-2020-0103017,True
11651,LC-2020-0103555,False
11652,LC-2020-0103635,False
11653,LC-2020-0103755,False
11654,LC-2020-0103766,True
11655,LC-2020-0103770,False
11656,LC-2020-0103816,True
11657,LC-2020-0103914,False
11658,LC-2020-0103952,True
11659,LC-2020-0103972,False
11660,LC-2020-0104229,False
11661,LC-2020-0104359,True
11662,LC-2020-0104370,False
11663,LC-2020-0104399,True
11664,LC-2020-0104590,False
11665,LC-2020-0104636,False
11666,LC-2020-0104661,False
11667,LC-2020-0104718,True
11668,LC-2020-0104808,True
11669,LC-2020-0104864,False
11670,LC-2020-0104887,False
11671,LC-2020-0104895,False
11672,LC-2020-0104915,False
11673,LC-2020-0104917,True
11674,LC-2020-0104920,False
11675,LC-2020-0105039,True
11676,LC-2020-0105432,False
11677,LC-2020-0105545,True
11678,LC-2020-0105599,True
11679,LC-2020-0105696,False
11680,LC-2020-0105929,True
11681,LC-2020-0106004,True
11682,LC-2020-0106033,False
11683,LC-2020-0106201,True
11684,LC-2020-0106311,True
11685,LC-2020-0106361,False
11686,LC-2020-0106579,True
11687,LC-2020-0106879,True
11688,LC-2020-0106920,False
11689,LC-2020-0107013,True
11690,LC-2020-0107144,False
11691,LC-2020-0107341,False
11692,LC-2020-0107349,False
11693,LC-2020-0107369,False
11694,LC-2020-0107473,False
11695,LC-2020-0107480,False
11696,LC-2020-0107593,False
11697,LC-2020-0107668,True
11698,LC-2020-0108024,False
11699,LC-2020-0108094,True
11700,LC-2020-0108194,False
11701,LC-2020-0108353,True
11702,LC-2020-0108507,False
11703,LC-2020-0108553,True
11704,LC-2020-0108569,True
11705,LC-2020-0108610,False
11706,LC-2020-0108809,True
11707,LC-2020-0108881,True
11708,LC-2020-0108977,True
11709,LC-2020-0108991,False
11710,LC-2020-0109298,False
11711,LC-2020-0109367,False
11712,LC-2020-0109398,False
11713,LC-2020-0109400,True
11714,LC-2020-0109531,False
11715,LC-2020-0109573,False
11716,LC-2020-0109645,True
11717,LC-2020-0109815,False
11718,LC-2020-0109874,False
11719,LC-2020-0109912,True
11720,LC-2020-0109920,True
11721,LC-2020-0109973,False
11722,LC-2020-0110032,True
11723,LC-2020-0110390,True
11724,LC-2020-0110467,True
11725,LC-2020-0110480,False
11726,LC-2020-0110514,False
11727,LC-2020-0110572,False
11728,LC-2020-0110617,True
11729,LC-2020-0110744,False
11730,LC-2020-0110783,True
11731,LC-2020-0110839,False
11732,LC-2020-0110914,False
11733,LC-2020-0111115,False
11734,LC-2020-0111128,False
11735,LC-2020-0111139,False
11736,LC-2020-0111436,True
11737,LC-2020-0111656,False
11738,LC-2020-0111900,True
11739,LC-2020-0111960,False
11740,LC-2020-0111982,False
11741,LC-2020-0112170,True
11742,LC-2020-0112197,True
11743,LC-2020-0112213,False
11744,LC-2020-0112269,False
11745,LC-2020-0112349,False
11746,LC-2020-0112620,True
11747,LC-2020-0112626,False
11748,LC-2020-0112632,False
11749,LC-2020-0112727,False
11750,LC-2020-0112822,True
11751,LC-2020-0112836,False
11752,LC-2020-0112981,False
11753,LC-2020-0113045,False
11754,LC-2020-0113061,False
11755,LC-2020-0113082,False
11756,LC-2020-0113113,True
11757,LC-2020-0113121,True
11758,LC-2020-0113168,False
11759,LC-2020-0113214,False
11760,LC-2020-0113356,False
11761,LC-2020-0113366,True
11762,LC-2020-0113739,True
11763,LC-2020-0113761,False
11764,LC-2020-0113860,True
11765,LC-2020-0113920,False
11766,LC-2020-0113970,False
11767,LC-2020-0114013,False
11768,LC-2020-0114035,False
11769,LC-2020-0114385,False
11770,LC-2020-0114394,False
11771,LC-2020-0114400,True
11772,LC-2020-0114471,True
11773,LC-2020-0114510,True
11774,LC-2020-0114689,False
11775,LC-2020-0114745,True
11776,LC-2020-0114949,False
11777,LC-2020-0115028,False
11778,LC-2020-0115224,True
11779,LC-2020-0115235,False
11780,LC-2020-0115388,False
11781,LC-2020-0115408,False
11782,LC-2020-0115481,False
11783,LC-2020-0115547,False
11784,LC-2020-0115765,False
11785,LC-2020-0116038,True
11786,LC-2020-0116172,True
11787,LC-2020-0116211,True
11788,LC-2020-0116415,True
11789,LC-2020-0116468,False
11790,LC-2020-0116502,True
11791,LC-2020-0116656,False
11792,LC-2020-0116660,True
11793,LC-2020-0116853,True
11794,LC-2020-0117023,False
11795,LC-2020-0117097,True
11796,LC-2020-0117145,True
11797,LC-2020-0117173,False
11798,LC-2020-0117185,True
11799,LC-2020-0117238,False
11800,LC-2020-0117334,True
11801,LC-2020-0117512,True
11802,LC-2020-0117898,True
11803,LC-2020-0117910,False
11804,LC-2020-0118107,True
11805,LC-2020-0118233,True
11806,LC-2020-0118326,False
11807,LC-2020-0118619,False
11808,LC-2020-0118645,True
11809,LC-2020-0118646,True
11810,LC-2020-0119005,True
11811,LC-2020-0119055,False
11812,LC-2020-0119160,True
11813,LC-2020-0119188,False
11814,LC-2020-0119349,True
11815,LC-2020-0119548,False
11816,LC-2020-0119705,False
11817,LC-2020-0119780,False
11818,LC-2020-0120105,False
11819,LC-2020-0120143,False
11820,LC-2020-0120218,False
11821,LC-2020-0120245,True
11822,LC-2020-0120396,False
11823,LC-2020-0120516,False
11824,LC-2020-0120946,True
11825,LC-2020-0120967,False
11826,LC-2020-0121111,False
11827,LC-2020-0121246,True
11828,LC-2020-0121248,False
11829,LC-2020-0121350,False
11830,LC-2020-0121406,False
11831,LC-2020-0121792,False
11832,LC-2020-0122211,False
11833,LC-2020-0122289,False
11834,LC-2020-0122349,False
11835,LC-2020-0122572,True
11836,LC-2020-0122581,False
11837,LC-2020-0122942,False
11838,LC-2020-0123078,True
11839,LC-2020-0123173,False
11840,LC-2020-0123188,False
11841,LC-2020-0123207,True
11842,LC-2020-0123513,True
11843,LC-2020-0123531,False
11844,LC-2020-0123645,False
11845,LC-2020-0123848,True
11846,LC-2020-0124101,True
11847,LC-2020-0124160,False
11848,LC-2020-0124218,True
11849,LC-2020-0124384,False
11850,LC-2020-0124412,False
11851,LC-2020-0124424,False
11852,LC-2020-0124462,True
11853,LC-2020-0124622,False
11854,LC-2020-0125554,True
11855,LC-2020-0125576,False
11856,LC-2020-0125583,True
11857,LC-2020-0125642,False
11858,LC-2020-0125656,False
11859,LC-2020-0125713,False
11860,LC-2020-0125749,False
11861,LC-2020-0125753,False
11862,LC-2020-0125844,True
11863,LC-2020-0125853,True
11864,LC-2020-0125884,True
11865,LC-2020-0125989,False
11866,LC-2020-0126023,False
11867,LC-2020-0126279,True
11868,LC-2020-0126314,False
11869,LC-2020-0126580,False
11870,LC-2020-0126641,True
11871,LC-2020-0126653,True
11872,LC-2020-0126666,True
11873,LC-2020-0126708,True
11874,LC-2020-0126774,False
11875,LC-2020-0126775,False
11876,LC-2020-0127017,True
11877,LC-2020-0127036,False
11878,LC-2020-0127089,False
11879,LC-2020-0127238,False
11880,LC-2020-0127262,False
11881,LC-2020-0127346,False
11882,LC-2020-0127367,False
11883,LC-2020-0128269,False
11884,LC-2020-0128432,False
11885,LC-2020-0128569,False
11886,LC-2020-0128710,False
11887,LC-2020-0128734,False
11888,LC-2020-0128755,True
11889,LC-2020-0129000,True
11890,LC-2020-0129005,False
11891,LC-2020-0129007,False
11892,LC-2020-0129020,False
11893,LC-2020-0129059,False
11894,LC-2020-0129072,True
11895,LC-2020-0129456,False
11896,LC-2020-0129494,False
11897,LC-2020-0129630,True
11898,LC-2020-0129671,False
11899,LC-2020-0129695,False
11900,LC-2020-0129705,False
11901,LC-2020-0129847,False
11902,LC-2020-0129922,False
11903,LC-2020-0129968,False
11904,LC-2020-0129980,True
11905,LC-2020-0130051,False
11906,LC-2020-0130055,True
11907,LC-2020-0130062,True
11908,LC-2020-0130076,True
11909,LC-2020-0130256,True
11910,LC-2020-0130288,True
11911,LC-2020-0130357,False
11912,LC-2020-0130506,False
11913,LC-2020-0130525,False
11914,LC-2020-0130596,True
11915,LC-2020-0130609,True
11916,LC-2020-0130766,False
11917,LC-2020-0130842,True
11918,LC-2020-0130863,False
11919,LC-2020-0130931,True
11920,LC-2020-0130978,False
11921,LC-2020-0131034,False
11922,LC-2020-0131211,False
11923,LC-2020-0131450,True
11924,LC-2020-0131508,False
11925,LC-2020-0131511,True
11926,LC-2020-0131512,True
11927,LC-2020-0131892,True
11928,LC-2020-0132050,True
11929,LC-2020-0132057,True
11930,LC-2020-0132064,True
11931,LC-2020-0132091,False
11932,LC-2020-0132192,True
11933,LC-2020-0132237,True
11934,LC-2020-0132514,True
11935,LC-2020-0132515,True
11936,LC-2020-0132906,False
11937,LC-2020-0133030,True
11938,LC-2020-0133038,True
11939,LC-2020-0133040,True
11940,LC-2020-0133076,True
11941,LC-2020-0133197,True
11942,LC-2020-0133408,False
11943,LC-2020-0133531,False
11944,LC-2020-0133585,False
11945,LC-2020-0133716,False
11946,LC-2020-0133875,False
11947,LC-2020-0134156,False
11948,LC-2020-0134225,False
11949,LC-2020-0134483,False
11950,LC-2020-0134625,False
11951,LC-2020-0134760,False
11952,LC-2020-0134817,False
11953,LC-2020-0134842,True
11954,LC-2020-0134862,False
11955,LC-2020-0134996,True
11956,LC-2020-0135293,True
11957,LC-2020-0135347,False
11958,LC-2020-0135355,False
11959,LC-2020-0135401,True
11960,LC-2020-0135414,False
11961,LC-2020-0135564,False
11962,LC-2020-0135611,False
11963,LC-2020-0135736,True
11964,LC-2020-0135854,True
11965,LC-2020-0136504,False
11966,LC-2020-0137053,False
11967,LC-2020-0137080,False
11968,LC-2020-0137206,True
11969,LC-2020-0137380,True
11970,LC-2020-0137419,True
11971,LC-2020-0137782,True
11972,LC-2020-0137839,False
11973,LC-2020-0138009,False
11974,LC-2020-0138130,False
11975,LC-2020-0138171,False
11976,LC-2020-0138183,False
11977,LC-2020-0138194,False
11978,LC-2020-0138390,False
11979,LC-2020-0138467,False
11980,LC-2020-0138478,False
11981,LC-2020-0138553,False
11982,LC-2020-0138556,False
11983,LC-2020-0138563,True
11984,LC-2020-0138616,False
11985,LC-2020-0138867,False
11986,LC-2020-0139174,False
11987,LC-2020-0139920,False
11988,LC-2020-0139928,False
11989,LC-2020-0140119,True
11990,LC-2020-0140258,False
11991,LC-2020-0140519,False
11992,LC-2020-0140649,False
11993,LC-2020-0140838,True
11994,LC-2020-0140920,True
11995,LC-2020-0140958,False
11996,LC-2020-0140988,False
11997,LC-2020-0141049,True
11998,LC-2020-0141059,False
11999,LC-2020-0141101,False
12000,LC-2020-0141185,True
12001,LC-2020-0141256,False
12002,LC-2020-0141409,False
12003,LC-2020-0141415,False
12004,LC-2020-0141475,True
12005,LC-2020-0141535,True
12006,LC-2020-0141555,False
12007,LC-2020-0141569,True
12008,LC-2020-0141682,True
12009,LC-2020-0141938,False
12010,LC-2020-0142099,False
12011,LC-2020-0142145,False
12012,LC-2020-0142426,True
12013,LC-2020-0142461,False
12014,LC-2020-0142642,False
12015,LC-2020-0142685,False
12016,LC-2020-0142840,False
12017,LC-2020-0142869,False
12018,LC-2020-0143016,False
12019,LC-2020-0143114,False
12020,LC-2020-0143123,False
12021,LC-2020-0143130,False
12022,LC-2020-0143217,True
12023,LC-2020-0143332,False
12024,LC-2020-0143461,False
12025,LC-2020-0143699,True
12026,LC-2020-0143729,True
12027,LC-2020-0143838,True
12028,LC-2020-0143933,False
12029,LC-2020-0143992,False
12030,LC-2020-0144004,False
12031,LC-2020-0144014,False
12032,LC-2020-0144128,False
12033,LC-2020-0144129,False
12034,LC-2020-0144169,False
12035,LC-2020-0144177,False
12036,LC-2020-0144200,False
12037,LC-2020-0144204,True
12038,LC-2020-0144400,True
12039,LC-2020-0144406,False
12040,LC-2020-0144486,False
12041,LC-2020-0144537,False
12042,LC-2020-0144566,True
12043,LC-2020-0144880,False
12044,LC-2020-0145013,False
12045,LC-2020-0145116,True
12046,LC-2020-0145128,True
12047,LC-2020-0145192,True
12048,LC-2020-0145244,True
12049,LC-2020-0145329,True
12050,LC-2020-0145457,False
12051,LC-2020-0145720,True
12052,LC-2020-0145763,True
12053,LC-2020-0145827,False
12054,LC-2020-0145898,False
12055,LC-2020-0145987,False
12056,LC-2020-0146170,True
12057,LC-2020-0146296,False
12058,LC-2020-0146426,False
12059,LC-2020-0146463,False
12060,LC-2020-0146546,False
12061,LC-2020-0146730,False
12062,LC-2020-0146840,False
12063,LC-2020-0146845,True
12064,LC-2020-0146958,True
12065,LC-2020-0146987,True
12066,LC-2020-0147044,True
12067,LC-2020-0147102,False
12068,LC-2020-0147141,True
12069,LC-2020-0147176,False
12070,LC-2020-0147288,False
12071,LC-2020-0147417,False
12072,LC-2020-0147513,False
12073,LC-2020-0147514,False
12074,LC-2020-0147573,False
12075,LC-2020-0147688,True
12076,LC-2020-0147867,False
12077,LC-2020-0147873,True
12078,LC-2020-0147962,False
12079,LC-2020-0148122,True
12080,LC-2020-0148151,False
12081,LC-2020-0148175,False
12082,LC-2020-0148184,True
12083,LC-2020-0148186,False
12084,LC-2020-0148201,False
12085,LC-2020-0148225,True
12086,LC-2020-0148249,True
12087,LC-2020-0148290,False
12088,LC-2020-0148343,False
12089,LC-2020-0148418,False
12090,LC-2020-0148631,True
12091,LC-2020-0148647,False
12092,LC-2020-0148670,False
12093,LC-2020-0148709,False
12094,LC-2020-0148788,True
12095,LC-2020-0148797,True
12096,LC-2020-0148824,False
12097,LC-2020-0148825,False
12098,LC-2020-0149304,False
12099,LC-2020-0149540,True
12100,LC-2020-0149612,False
12101,LC-2020-0150015,False
12102,LC-2020-0150043,True
12103,LC-2020-0150065,False
12104,LC-2020-0150110,True
12105,LC-2020-0150125,False
12106,LC-2020-0150128,False
12107,LC-2020-0150237,True
12108,LC-2020-0150255,False
12109,LC-2020-0150271,False
12110,LC-2020-0150358,True
12111,LC-2020-0150469,True
12112,LC-2020-0150482,True
12113,LC-2020-0150806,False
12114,LC-2020-0150853,False
12115,LC-2020-0150863,False
12116,LC-2020-0150977,False
12117,LC-2020-0151124,True
12118,LC-2020-0151195,False
12119,LC-2020-0151261,True
12120,LC-2020-0151490,True
12121,LC-2020-0151634,False
12122,LC-2020-0151964,True
12123,LC-2020-0152046,True
12124,LC-2020-0152097,False
12125,LC-2020-0152252,True
12126,LC-2020-0152396,False
12127,LC-2020-0152488,False
12128,LC-2020-0152548,False
12129,LC-2020-0152837,False
12130,LC-2020-0152930,False
12131,LC-2020-0153045,True
12132,LC-2020-0153229,False
12133,LC-2020-0153230,True
12134,LC-2020-0153437,False
12135,LC-2020-0153668,False
12136,LC-2020-0154163,True
12137,LC-2020-0154167,False
12138,LC-2020-0154441,False
12139,LC-2020-0154573,False
12140,LC-2020-0154578,True
12141,LC-2020-0154741,True
12142,LC-2020-0154849,False
12143,LC-2020-0154931,False
12144,LC-2020-0155133,False
12145,LC-2020-0155202,False
12146,LC-2020-0155212,True
12147,LC-2020-0155304,False
12148,LC-2020-0155349,True
12149,LC-2020-0155450,False
12150,LC-2020-0155459,False
12151,LC-2020-0155725,False
12152,LC-2020-0155739,False
12153,LC-2020-0155830,False
12154,LC-2020-0156093,False
12155,LC-2020-0156215,False
12156,LC-2020-0156220,True
12157,LC-2020-0156235,False
12158,LC-2020-0156788,False
12159,LC-2020-0156939,False
12160,LC-2020-0157072,False
12161,LC-2020-0157157,False
12162,LC-2020-0157199,False
12163,LC-2020-0157231,True
12164,LC-2020-0157476,True
12165,LC-2020-0157482,False
12166,LC-2020-0157994,True
12167,LC-2020-0158137,False
12168,LC-2020-0158241,False
12169,LC-2020-0158392,False
12170,LC-2020-0158414,False
12171,LC-2020-0158492,False
12172,LC-2020-0158648,True
12173,LC-2020-0158812,True
12174,LC-2020-0159021,False
12175,LC-2020-0159164,False
12176,LC-2020-0159189,False
12177,LC-2020-0159491,False
12178,LC-2020-0159523,True
12179,LC-2020-0159663,False
12180,LC-2020-0159694,True
12181,LC-2020-0160015,False
12182,LC-2020-0160030,False
12183,LC-2020-0160090,True
12184,LC-2020-0160243,True
12185,LC-2020-0160529,False
12186,LC-2020-0160592,False
12187,LC-2020-0160819,False
12188,LC-2020-0160832,False
12189,LC-2020-0160864,True
12190,LC-2020-0160912,True
12191,LC-2020-0160939,True
12192,LC-2020-0160998,True
12193,LC-2020-0161107,True
12194,LC-2020-0161162,True
12195,LC-2020-0161256,False
12196,LC-2020-0161490,True
12197,LC-2020-0161498,False
12198,LC-2020-0161512,True
12199,LC-2020-0161516,False
12200,LC-2020-0161641,False
12201,LC-2020-0161748,False
12202,LC-2020-0162139,False
12203,LC-2020-0162423,True
12204,LC-2020-0162541,True
12205,LC-2020-0162865,True
12206,LC-2020-0162911,True
12207,LC-2020-0163104,False
12208,LC-2020-0163157,True
12209,LC-2020-0163172,False
12210,LC-2020-0163384,False
12211,LC-2020-0163386,True
12212,LC-2020-0163411,False
12213,LC-2020-0163509,False
12214,LC-2020-0163749,True
12215,LC-2020-0163879,False
