Id,N_Victimas,Fecha,Franja_Hora,Tipo_Calle,Calle,Cruce,Comuna,Longitud,Latitud,Participantes,Victima,Acusado
2017-0009,1,2017-01-16,13,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,5,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS
2017-0010,1,2017-01-16,16,AVENIDA,DIRECTORIO AV.,True,6,-58.4356488,-34.62828656,MOTO-AUTO,MOTO,AUTO
2017-0011,1,2017-01-22,2,GRAL PAZ,"PAZ, GRAL. AV.",True,12,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0012,1,2017-01-24,14,CALLE,TRAFUL,True,4,-58.40969005,-34.6505529,MOTO-CARGAS,MOTO,CARGAS
2017-0013,1,2017-01-27,7,AVENIDA,"IRIARTE, GRAL. AV.",False,4,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS
2017-0014,1,2017-01-28,8,AVENIDA,DONADO,True,12,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE
2017-0015,1,2017-02-02,15,AVENIDA,CORDOBA AV.,True,2,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO
2017-0016,1,2017-02-03,5,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,1,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS
2017-0017,1,2017-02-06,8,AVENIDA,"JUSTO, JUAN B. AV.",True,14,-58.429012,-34.58095431,MOTO-AUTO,MOTO,AUTO
2017-0018,1,2017-02-09,7,GRAL PAZ,"PAZ, GRAL. AV.",True,9,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO
2017-0021,1,2017-02-18,5,CALLE,SARMIENTO,True,1,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0024,1,2017-02-23,20,AVENIDA,RIVADAVIA AV.,False,7,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0026,2,2017-02-26,5,AVENIDA,"MORENO, PERITO AV.",True,4,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0027,1,2017-02-26,21,AVENIDA,CASEROS AV.,False,1,-58.38332245,-34.6319325,PEATON-AUTO,PEATON,AUTO
2017-0028,1,2017-02-28,9,AVENIDA,GAONA AV.,True,6,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO
2017-0030,1,2017-03-07,8,AVENIDA,MOZART,True,9,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0031,1,2017-03-11,1,CALLE,24 DE NOVIEMBRE,True,3,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0032,1,2017-03-12,5,GRAL PAZ,"PAZ, GRAL. AV.",True,8,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO
2017-0033,1,2017-03-12,7,GRAL PAZ,"PAZ, GRAL. AV.",True,11,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO
2017-0034,1,2017-03-13,7,CALLE,GODOY CRUZ,False,14,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO
2017-0035,3,2017-03-23,5,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,1,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0036,2,2017-03-29,18,GRAL PAZ,"PAZ, GRAL. AV.",True,12,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0037,1,2017-03-31,3,AVENIDA,INDEPENDENCIA AV.,True,1,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS
2017-0038,1,2017-04-01,19,AVENIDA,CASTA?ARES AV.,True,7,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO
2017-0040,1,2017-04-03,9,AVENIDA,"GUIRALDES, INT.",False,13,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE
2017-0041,1,2017-04-03,23,CALLE,"FERNANDEZ MORENO, BALDOMERO",False,7,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO
2017-0045,1,2017-04-14,6,CALLE,NOGOYA,False,10,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0047,1,2017-04-23,6,AVENIDA,ARGENTINA AV.,True,8,-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO
2017-0049,1,2017-04-27,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0052,1,2017-05-05,3,GRAL PAZ,"PAZ, GRAL. AV.",True,8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS
2017-0053,1,2017-05-05,20,CALLE,VIEYTES,True,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS
2017-0054,1,2017-05-07,21,AVENIDA,DE LOS CONSTITUYENTES AV.,True,15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO
2017-0055,1,2017-05-09,8,AVENIDA,DE LOS CONSTITUYENTES AV.,False,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO
2017-0058,1,2017-05-09,23,AVENIDA,CORDOBA AV.,True,1,-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO
2017-0059,1,2017-05-11,9,CALLE,BRASIL,True,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS
