Id,N_Victimas,Fecha,Franja_Hora,Tipo_Calle,Calle,Cruce,Comuna,Longitud,Latitud,Participantes,Victima,Acusado,Dataset,semaforo_30m,semaforo_15m
LC-2021-0464541,1,2021-09-18,16,CALLE,SD,False,13,-58.466490696774,-34.562190756027,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0464604,1,2021-09-18,16,CALLE,SD,False,13,-58.441634561915,-34.558846829806,SD-SD,SD,SD,lesion,False,False
LC-2021-0464639,1,2021-09-18,17,CALLE,SD,False,1,-58.373086767518,-34.617156911685,SD-SD,SD,SD,lesion,True,True
LC-2021-0464708,2,2021-09-18,19,CALLE,SD,False,12,-58.473553352061,-34.549059689534,SD-SD,SD,SD,lesion,False,False
LC-2021-0464757,1,2021-09-18,19,CALLE,SD,False,11,-58.479513123083,-34.616114810356,SD-SD,SD,SD,lesion,False,False
LC-2021-0464781,1,2021-09-18,18,CALLE,SD,False,2,-58.391779503451,-34.584931334702,SD-SD,SD,SD,lesion,True,False
LC-2021-0464789,1,2021-09-18,21,CALLE,SD,False,9,-58.527173404502,-34.653696774243,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0465237,1,2021-09-18,11,CALLE,SD,False,3,-58.413102896023,-34.610637248798,SD-SD,SD,SD,lesion,True,True
LC-2021-0465471,1,2021-09-18,18,CALLE,SD,False,3,-58.406337305049,-34.607788360558,SD-SD,SD,SD,lesion,True,False
LC-2021-0467629,1,2021-09-18,13,CALLE,SD,False,12,-58.475488,-34.53937,SD-SD,SD,SD,lesion,True,True
LC-2021-0469311,1,2021-09-18,18,CALLE,SD,False,1,-58.381972268502,-34.588698726116,SD-SD,SD,SD,lesion,True,True
LC-2021-0473032,1,2021-09-18,2,CALLE,SD,False,1,-58.382813012895,-34.627860388609,PEATON-SD,PEATON,SD,lesion,True,True
LC-2021-0509243,1,2021-09-18,21,CALLE,SD,False,14,-58.425200708257,-34.593503691124,SD-SD,SD,SD,lesion,True,True
LC-2021-0465108,1,2021-09-19,2,CALLE,SD,False,10,-58.530283216516,-34.619195917373,SD-SD,SD,SD,lesion,False,False
LC-2021-0465118,1,2021-09-19,2,CALLE,SD,False,15,-58.453111056452,-34.586122818391,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0465124,1,2021-09-19,3,CALLE,SD,False,15,-58.463187670105,-34.575105299845,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0465228,4,2021-09-19,5,CALLE,SD,False,3,-58.392289656654,-34.604435273925,AUTO-AUTO,AUTO,AUTO,lesion,True,True
LC-2021-0465233,2,2021-09-19,7,CALLE,SD,False,15,-58.441653472969,-34.597222004567,AUTO-AUTO,AUTO,AUTO,lesion,True,True
LC-2021-0465248,1,2021-09-19,7,CALLE,SD,False,3,-58.408366964659,-34.629514661698,SD-SD,SD,SD,lesion,True,True
LC-2021-0465269,2,2021-09-19,8,CALLE,SD,False,9,-58.487731528285,-34.64496428266,SD-SD,SD,SD,lesion,False,False
LC-2021-0465393,2,2021-09-19,10,CALLE,SD,False,2,-58.408899966463,-34.590041751079,SD-SD,SD,SD,lesion,True,True
LC-2021-0465468,1,2021-09-19,13,CALLE,SD,False,1,-58.375335179965,-34.592764629935,SD-SD,SD,SD,lesion,True,True
LC-2021-0465488,1,2021-09-19,13,CALLE,SD,False,10,-58.508306827417,-34.613919247463,SD-SD,SD,SD,lesion,False,False
LC-2021-0465494,1,2021-09-19,14,CALLE,SD,False,12,-58.488723190161,-34.554967073728,MOTO-SD,MOTO,SD,lesion,True,True
LC-2021-0465765,1,2021-09-19,16,CALLE,SD,False,11,-58.520363768693,-34.603464353293,SD-SD,SD,SD,lesion,False,False
LC-2021-0467969,1,2021-09-19,19,CALLE,SD,False,10,-58.504572508457,-34.633724810385,SD-SD,SD,SD,lesion,False,False
LC-2021-0473835,1,2021-09-19,2,CALLE,SD,False,14,-58.423797894888,-34.571775681841,AUTO-AUTO,AUTO,AUTO,lesion,False,False
LC-2021-0466314,1,2021-09-20,9,CALLE,SD,False,14,-58.409205082303,-34.582540627534,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0466505,1,2021-09-20,8,CALLE,SD,False,2,-58.41081221206,-34.594360797493,SD-SD,SD,SD,lesion,False,False
LC-2021-0466507,1,2021-09-20,9,CALLE,SD,False,1,-58.370491444579,-34.605553638996,SD-SD,SD,SD,lesion,False,False
LC-2021-0466530,1,2021-09-20,6,CALLE,SD,False,1,-58.381675912913,-34.618973359917,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0466694,1,2021-09-20,12,CALLE,SD,False,10,-58.475044947393,-34.633658832912,MOTO-CAMIONETA,MOTO,CAMIONETA,lesion,False,False
LC-2021-0467030,1,2021-09-20,12,CALLE,SD,False,5,-58.424226439735,-34.636531888334,PEATON-AUTO,PEATON,AUTO,lesion,False,False
LC-2021-0467469,1,2021-09-20,16,CALLE,SD,False,1,-58.386521316515,-34.597199139276,SD-SD,SD,SD,lesion,False,False
LC-2021-0467503,1,2021-09-20,16,CALLE,SD,False,14,-58.409866463451,-34.577280609204,MOTO-SD,MOTO,SD,lesion,True,True
LC-2021-0467755,1,2021-09-20,19,CALLE,SD,False,1,-58.382209281858,-34.60373898087,SD-SD,SD,SD,lesion,True,False
LC-2021-0467998,1,2021-09-20,19,CALLE,SD,False,9,-58.52064425768,-34.649867434565,SD-SD,SD,SD,lesion,False,False
LC-2021-0468048,1,2021-09-20,16,CALLE,SD,False,1,-58.382233829418,-34.626938657191,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0470882,1,2021-09-20,9,CALLE,SD,False,11,-58.479451273632,-34.620682442563,MOTO-TAXI,MOTO,TAXI,lesion,True,True
LC-2021-0468275,2,2021-09-21,7,CALLE,SD,False,9,-58.499042740763,-34.648414360221,AUTO-AUTO,AUTO,AUTO,lesion,True,True
LC-2021-0468371,3,2021-09-21,7,CALLE,SD,False,3,-58.408877935115,-34.624599555344,AUTO-TRANSPORTE PUBLICO,AUTO,TRANSPORTE PUBLICO,lesion,True,True
LC-2021-0468429,1,2021-09-21,8,CALLE,SD,False,3,-58.405580042999,-34.60593436487,SD-SD,SD,SD,lesion,False,False
LC-2021-0468565,1,2021-09-21,8,CALLE,SD,False,10,-58.484201222207,-34.634344493946,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0468622,1,2021-09-21,9,CALLE,SD,False,3,-58.399397788152,-34.621878686865,SD-SD,SD,SD,lesion,False,False
LC-2021-0468744,1,2021-09-21,11,CALLE,SD,False,7,-58.457137676843,-34.628481935234,SD-SD,SD,SD,lesion,False,False
LC-2021-0469009,1,2021-09-21,12,CALLE,SD,False,7,-58.454378608686,-34.631499402264,SD-SD,SD,SD,lesion,True,True
LC-2021-0469033,1,2021-09-21,13,CALLE,SD,False,7,-58.449244843488,-34.633355346094,SD-SD,SD,SD,lesion,True,True
LC-2021-0469348,1,2021-09-21,12,CALLE,SD,False,2,-58.389242586969,-34.597351314404,MOTO-CAMIONETA,MOTO,CAMIONETA,lesion,False,False
LC-2021-0469358,1,2021-09-21,15,CALLE,SD,False,5,-58.42618919074,-34.628521352418,SD-SD,SD,SD,lesion,False,False
LC-2021-0469511,1,2021-09-21,16,CALLE,SD,False,10,-58.486861386591,-34.630375539732,SD-SD,SD,SD,lesion,True,True
LC-2021-0469556,1,2021-09-21,15,CALLE,SD,False,9,-58.515304583971,-34.644045236046,SD-SD,SD,SD,lesion,False,False
LC-2021-0469729,1,2021-09-21,17,CALLE,SD,False,11,-58.469004022453,-34.611897513522,SD-SD,SD,SD,lesion,True,True
LC-2021-0469794,1,2021-09-21,16,CALLE,SD,False,8,-58.481452272375,-34.689220953248,SD-SD,SD,SD,lesion,False,False
LC-2021-0469822,1,2021-09-21,18,CALLE,SD,False,6,-58.459448806659,-34.613884952681,SD-SD,SD,SD,lesion,True,True
LC-2021-0469833,1,2021-09-21,16,CALLE,SD,False,1,-58.373842227962,-34.593567768001,SD-SD,SD,SD,lesion,True,True
LC-2021-0469877,1,2021-09-21,20,CALLE,SD,False,10,-58.484938287509,-34.629811242204,SD-SD,SD,SD,lesion,True,True
LC-2021-0469942,1,2021-09-21,20,CALLE,SD,False,1,-58.390420627204,-34.610176928648,SD-SD,SD,SD,lesion,False,False
LC-2021-0470523,1,2021-09-21,19,CALLE,SD,False,4,-58.369574592866,-34.638016666571,SD-CAMIONETA,SD,CAMIONETA,lesion,True,True
LC-2021-0470232,1,2021-09-22,2,CALLE,SD,False,15,-58.438324040575,-34.591630220287,MOTO-MOTO,MOTO,MOTO,lesion,False,False
LC-2021-0470335,1,2021-09-22,6,CALLE,SD,False,5,-58.413825828227,-34.620750772449,PEATON-AUTO,PEATON,AUTO,lesion,True,True
LC-2021-0470343,4,2021-09-22,6,CALLE,SD,False,4,-58.36152391474,-34.643084199755,CAMIONETA-AUTO,CAMIONETA,AUTO,lesion,False,False
LC-2021-0470713,1,2021-09-22,10,CALLE,SD,False,9,-58.523727430334,-34.638930957728,SD-SD,SD,SD,lesion,True,True
LC-2021-0470862,1,2021-09-22,11,CALLE,SD,False,4,-58.397435114162,-34.635648112322,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,lesion,True,True
LC-2021-0471374,1,2021-09-22,14,CALLE,SD,False,7,-58.461837506649,-34.619742122171,SD-SD,SD,SD,lesion,False,False
LC-2021-0471425,1,2021-09-22,13,CALLE,SD,False,4,-58.409471399991,-34.646178686894,SD-SD,SD,SD,lesion,False,False
LC-2021-0471500,1,2021-09-22,14,CALLE,SD,False,10,-58.520364158307,-34.631649512529,SD-SD,SD,SD,lesion,False,False
LC-2021-0471532,7,2021-09-22,15,CALLE,SD,False,14,-58.416953217688,-34.581573727477,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,lesion,True,True
LC-2021-0471540,1,2021-09-22,15,CALLE,SD,False,1,-58.382178154993,-34.597911830187,SD-SD,SD,SD,lesion,True,True
LC-2021-0471721,1,2021-09-22,17,CALLE,SD,False,13,-58.456151299967,-34.561971209845,SD-SD,SD,SD,lesion,False,False
LC-2021-0471743,1,2021-09-22,16,CALLE,SD,False,11,-58.518644887672,-34.592429427744,SD-SD,SD,SD,lesion,False,False
LC-2021-0472085,1,2021-09-22,22,CALLE,SD,False,2,-58.396097253418,-34.595736874904,SD-SD,SD,SD,lesion,True,True
LC-2021-0472260,1,2021-09-23,3,CALLE,SD,False,1,-58.377747842235,-34.617296403836,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0472523,1,2021-09-23,9,CALLE,SD,False,11,-58.500739319384,-34.598797351736,SD-SD,SD,SD,lesion,False,False
LC-2021-0472725,1,2021-09-23,8,CALLE,SD,False,13,-58.448775219576,-34.546789508395,SD-SD,SD,SD,lesion,True,True
LC-2021-0472812,1,2021-09-23,8,CALLE,SD,False,6,-58.447886714698,-34.625390096839,SD-AUTO,SD,AUTO,lesion,True,True
LC-2021-0472821,1,2021-09-23,11,CALLE,SD,False,7,-58.461741913677,-34.627204038769,SD-SD,SD,SD,lesion,True,True
LC-2021-0472891,1,2021-09-23,1,CALLE,SD,False,2,-58.402350840143,-34.594442320744,SD-SD,SD,SD,lesion,True,True
LC-2021-0473027,1,2021-09-23,11,CALLE,SD,False,15,-58.454238842302,-34.605400782207,PEATON-MOTO,PEATON,MOTO,lesion,False,False
LC-2021-0473211,1,2021-09-23,13,CALLE,SD,False,11,-58.474189447735,-34.620496724202,SD-SD,SD,SD,lesion,True,True
LC-2021-0473375,1,2021-09-23,14,CALLE,SD,False,8,-58.484326911335,-34.67665828493,MOTO-SD,MOTO,SD,lesion,False,False
LC-2021-0473378,1,2021-09-23,15,CALLE,SD,False,1,-58.381932343475,-34.601384141356,SD-SD,SD,SD,lesion,True,True
LC-2021-0473444,1,2021-09-23,14,CALLE,SD,False,1,-58.381542009623,-34.609063850489,SD-SD,SD,SD,lesion,True,True
LC-2021-0473584,1,2021-09-23,17,CALLE,SD,False,8,-58.464152954621,-34.669644648483,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0473671,1,2021-09-23,17,CALLE,SD,False,4,-58.374303007564,-34.646985422226,SD-SD,SD,SD,lesion,True,True
LC-2021-0473711,1,2021-09-23,17,CALLE,SD,False,5,-58.421517326396,-34.626228853648,SD-SD,SD,SD,lesion,True,True
LC-2021-0473756,1,2021-09-23,18,CALLE,SD,False,10,-58.477638029049,-34.627993918944,SD-SD,SD,SD,lesion,True,True
LC-2021-0473903,1,2021-09-23,19,CALLE,SD,False,7,-58.455914350108,-34.642237986302,SD-SD,SD,SD,lesion,False,False
LC-2021-0473911,1,2021-09-23,19,CALLE,SD,False,7,-58.435708810594,-34.634623258977,SD-SD,SD,SD,lesion,False,False
LC-2021-0488783,1,2021-09-23,9,CALLE,SD,False,13,-58.466342349076,-34.551245722785,SD-SD,SD,SD,lesion,False,False
LC-2021-0474304,2,2021-09-24,2,CALLE,SD,False,3,-58.392930116383,-34.622821800135,AUTO-AUTO,AUTO,AUTO,lesion,True,True
LC-2021-0474343,1,2021-09-24,4,CALLE,SD,False,15,-58.458474477984,-34.604491335484,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0474532,1,2021-09-24,8,CALLE,SD,False,15,-58.466070853832,-34.574998144434,MOTO-MOVIL,MOTO,MOVIL,lesion,False,False
LC-2021-0474563,1,2021-09-24,8,CALLE,SD,False,7,-58.454123474573,-34.62890104602,SD-SD,SD,SD,lesion,False,False
LC-2021-0474612,1,2021-09-24,8,CALLE,SD,False,6,-58.434764537233,-34.628157200261,SD-SD,SD,SD,lesion,False,False
LC-2021-0474964,1,2021-09-24,12,CALLE,SD,False,10,-58.507356974273,-34.614842563992,SD-SD,SD,SD,lesion,False,False
LC-2021-0475021,1,2021-09-24,11,CALLE,SD,False,8,-58.482213202248,-34.682479421113,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0475148,1,2021-09-24,11,CALLE,SD,False,3,-58.402397957227,-34.608465086371,SD-SD,SD,SD,lesion,False,False
LC-2021-0475169,1,2021-09-24,14,CALLE,SD,False,15,-58.452194020224,-34.580098825152,SD-SD,SD,SD,lesion,True,False
LC-2021-0475198,1,2021-09-24,13,CALLE,SD,False,3,-58.401013314118,-34.626483998332,SD-SD,SD,SD,lesion,False,False
LC-2021-0475369,1,2021-09-24,14,CALLE,SD,False,6,-58.444958078339,-34.608393017413,SD-SD,SD,SD,lesion,False,False
LC-2021-0475374,1,2021-09-24,14,CALLE,SD,False,15,-58.453965732432,-34.585181672709,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0475404,1,2021-09-24,15,CALLE,SD,False,5,-58.416106406846,-34.62290584922,SD-SD,SD,SD,lesion,False,False
LC-2021-0475503,1,2021-09-24,14,CALLE,SD,False,15,-58.435149903502,-34.603574367238,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0475545,1,2021-09-24,16,CALLE,SD,False,4,-58.40083882046,-34.644956673993,MOTO-TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,lesion,True,True
LC-2021-0475551,2,2021-09-24,16,CALLE,SD,False,4,-58.412350792404,-34.640887838079,MOTO-MOTO,MOTO,MOTO,lesion,False,False
LC-2021-0475600,1,2021-09-24,12,CALLE,SD,False,12,-58.50675635289,-34.571577526478,MOTO-AUTO,MOTO,AUTO,lesion,True,False
LC-2021-0475685,1,2021-09-24,15,CALLE,SD,False,14,-58.400204001801,-34.582474614873,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0475694,1,2021-09-24,14,CALLE,SD,False,1,-58.370853482054,-34.60883963916,MOTO-TAXI,MOTO,TAXI,lesion,True,True
LC-2021-0475727,1,2021-09-24,17,CALLE,SD,False,9,-58.497835301824,-34.656538425624,SD-AUTO,SD,AUTO,lesion,False,False
LC-2021-0475774,2,2021-09-24,16,CALLE,SD,False,10,-58.485229765606,-34.631924807424,SD-SD,SD,SD,lesion,False,False
LC-2021-0475816,1,2021-09-24,17,CALLE,SD,False,11,-58.492230828836,-34.61461377587,SD-SD,SD,SD,lesion,False,False
LC-2021-0475956,1,2021-09-24,19,CALLE,SD,False,1,-58.382233829418,-34.626938657191,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,lesion,False,False
LC-2021-0475988,1,2021-09-24,19,CALLE,SD,False,2,-58.395755449686,-34.593385310068,SD-SD,SD,SD,lesion,True,True
LC-2021-0476012,1,2021-09-24,18,CALLE,SD,False,15,-58.459966352738,-34.6031947958,PEATON-AUTO,PEATON,AUTO,lesion,False,False
LC-2021-0476148,1,2021-09-24,22,CALLE,SD,False,9,-58.50688243184,-34.653602269389,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0476180,1,2021-09-24,22,CALLE,SD,False,9,-58.470816343452,-34.650620509836,AUTO-SD,AUTO,SD,lesion,True,True
LC-2021-0477209,1,2021-09-24,12,CALLE,SD,False,3,-58.405194170391,-34.598218804864,SD-SD,SD,SD,lesion,False,False
LC-2021-0479363,1,2021-09-24,15,CALLE,SD,False,1,-58.366044105525,-34.611610795144,PEATON-MOTO,PEATON,MOTO,lesion,False,False
LC-2021-0483796,1,2021-09-24,17,CALLE,SD,False,11,-58.46303316256,-34.610267717452,SD-SD,SD,SD,lesion,True,False
LC-2021-0500507,1,2021-09-24,13,CALLE,SD,False,12,-58.494256588635,-34.581378034231,MOTO-TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,lesion,False,False
LC-2021-0476302,1,2021-09-25,3,CALLE,SD,False,1,-58.366294836312,-34.612111920553,PEATON-AUTO,PEATON,AUTO,lesion,True,True
LC-2021-0476434,1,2021-09-25,7,CALLE,SD,False,5,-58.41951244951,-34.603319472068,MOTO-CAMIONETA,MOTO,CAMIONETA,lesion,True,True
LC-2021-0476640,1,2021-09-25,11,CALLE,SD,False,1,-58.369980543382,-34.623910837781,CAMIONETA-CAMION,CAMIONETA,CAMION,lesion,False,False
LC-2021-0476695,1,2021-09-25,11,CALLE,SD,False,13,-58.436742815437,-34.551610275542,SD-SD,SD,SD,lesion,True,True
LC-2021-0476892,1,2021-09-25,12,CALLE,SD,False,6,-58.4415131204,-34.612989967462,SD-SD,SD,SD,lesion,True,True
LC-2021-0476986,1,2021-09-25,14,CALLE,SD,False,9,-58.505381673611,-34.647276765498,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0477065,4,2021-09-25,15,CALLE,SD,False,7,-58.426935702527,-34.632608474001,SD-SD,SD,SD,lesion,True,True
LC-2021-0477245,1,2021-09-25,17,CALLE,SD,False,13,-58.450586299945,-34.558441531801,SD-SD,SD,SD,lesion,True,True
LC-2021-0477277,1,2021-09-25,17,CALLE,SD,False,11,-58.517287909458,-34.613508767328,SD-SD,SD,SD,lesion,True,True
LC-2021-0477343,1,2021-09-25,19,CALLE,SD,False,11,-58.510436381102,-34.611651863766,SD-SD,SD,SD,lesion,False,False
LC-2021-0477372,1,2021-09-25,19,CALLE,SD,False,1,-58.383467956071,-34.608576851352,SD-SD,SD,SD,lesion,False,False
LC-2021-0477393,1,2021-09-25,19,CALLE,SD,False,1,-58.387182978609,-34.622466303063,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0477405,1,2021-09-25,18,CALLE,SD,False,15,-58.481489431153,-34.58261097957,AUTO-SD,AUTO,SD,lesion,False,False
LC-2021-0477627,1,2021-09-25,23,CALLE,SD,False,4,-58.416284774602,-34.648424295498,SD-SD,SD,SD,lesion,True,True
LC-2021-0477628,1,2021-09-25,23,CALLE,SD,False,9,-58.469777907639,-34.649673661122,AUTO-AUTO,AUTO,AUTO,lesion,True,False
LC-2021-0492829,1,2021-09-25,13,CALLE,SD,False,7,-58.475562476758,-34.621703509879,SD-SD,SD,SD,lesion,False,False
LC-2021-0477894,2,2021-09-26,8,CALLE,SD,False,15,-58.439765195935,-34.59897414753,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0478115,1,2021-09-26,12,CALLE,SD,False,1,-58.382066363241,-34.591585527472,SD-SD,SD,SD,lesion,True,True
LC-2021-0478127,1,2021-09-26,13,CALLE,SD,False,9,-58.5298488676,-34.641787314923,SD-SD,SD,SD,lesion,False,False
LC-2021-0478177,1,2021-09-26,12,CALLE,SD,False,15,-58.450118600997,-34.589046093606,MOTO-TAXI,MOTO,TAXI,lesion,False,False
LC-2021-0478346,1,2021-09-26,15,CALLE,SD,False,11,-58.51478219003,-34.615401072256,SD-SD,SD,SD,lesion,True,True
LC-2021-0478499,1,2021-09-26,14,CALLE,SD,False,11,-58.504472850774,-34.608074676775,SD-SD,SD,SD,lesion,False,False
LC-2021-0478502,1,2021-09-26,18,CALLE,SD,False,8,-58.444617276336,-34.650977956087,MOTO-SD,MOTO,SD,lesion,True,True
LC-2021-0478566,1,2021-09-26,18,CALLE,SD,False,1,-58.385732472048,-34.627062201117,SD-SD,SD,SD,lesion,True,True
LC-2021-0478717,2,2021-09-26,22,CALLE,SD,False,1,-58.382626147867,-34.631682698853,MOTO-MOTO,MOTO,MOTO,lesion,True,False
LC-2021-0478718,1,2021-09-26,23,CALLE,SD,False,13,-58.460975085448,-34.560337847613,SD-SD,SD,SD,lesion,True,True
LC-2021-0497587,1,2021-09-26,18,CALLE,SD,False,5,-58.415723089297,-34.627802902915,SD-SD,SD,SD,lesion,False,False
LC-2021-0501178,1,2021-09-26,3,CALLE,SD,False,11,-58.476618113689,-34.617446022824,SD-SD,SD,SD,lesion,True,True
LC-2021-0520776,3,2021-09-26,21,CALLE,SD,False,4,-58.37163072138,-34.651258754282,TAXI-TRANSPORTE PUBLICO,TAXI,TRANSPORTE PUBLICO,lesion,False,False
LC-2021-0478733,1,2021-09-27,0,CALLE,SD,False,5,-58.421214003629,-34.621502195233,TAXI-OBJETO FIJO,TAXI,OBJETO FIJO,lesion,False,False
LC-2021-0478870,1,2021-09-27,6,CALLE,SD,False,10,-58.501040657504,-34.632206854638,SD-SD,SD,SD,lesion,True,True
LC-2021-0478882,1,2021-09-27,6,CALLE,SD,False,14,-58.417270415894,-34.577349401805,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0478969,1,2021-09-27,7,CALLE,SD,False,3,-58.398965955073,-34.61198323712,SD-SD,SD,SD,lesion,False,False
LC-2021-0478990,1,2021-09-27,8,CALLE,SD,False,9,-58.498814089067,-34.657354205775,MOTO-CAMIONETA,MOTO,CAMIONETA,lesion,False,False
LC-2021-0479083,2,2021-09-27,7,CALLE,SD,False,7,-58.466682418481,-34.634056820256,SD-SD,SD,SD,lesion,False,False
LC-2021-0479164,7,2021-09-27,8,CALLE,SD,False,5,-58.426349062121,-34.619273852571,SD-SD,SD,SD,lesion,False,False
LC-2021-0479237,1,2021-09-27,9,CALLE,SD,False,14,-58.408217928027,-34.575254203491,MOTO-TAXI,MOTO,TAXI,lesion,False,False
LC-2021-0479334,1,2021-09-27,11,CALLE,SD,False,9,-58.526420822573,-34.639148398243,SD-SD,SD,SD,lesion,True,True
LC-2021-0479413,1,2021-09-27,11,CALLE,SD,False,3,-58.403724400784,-34.598454471462,SD-SD,SD,SD,lesion,True,True
LC-2021-0479444,2,2021-09-27,12,CALLE,SD,False,5,-58.41826550365,-34.628239760711,SD-SD,SD,SD,lesion,False,False
LC-2021-0479459,1,2021-09-27,11,CALLE,SD,False,2,-58.397218810145,-34.587461152023,SD-SD,SD,SD,lesion,True,True
LC-2021-0479540,1,2021-09-27,12,CALLE,SD,False,6,-58.446091966405,-34.617245110651,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0479550,1,2021-09-27,19,CALLE,SD,False,9,-58.469304562317,-34.658314235715,SD-SD,SD,SD,lesion,False,False
LC-2021-0479651,1,2021-09-27,13,CALLE,SD,False,10,-58.513675044299,-34.622967403589,SD-SD,SD,SD,lesion,False,False
LC-2021-0479898,1,2021-09-27,13,CALLE,SD,False,4,-58.400567676566,-34.651070805528,SD-SD,SD,SD,lesion,False,False
LC-2021-0479997,1,2021-09-27,11,CALLE,SD,False,1,-58.375335179965,-34.592764629935,SD-SD,SD,SD,lesion,True,True
LC-2021-0480023,2,2021-09-27,15,CALLE,SD,False,7,-58.471104246994,-34.627424083182,SD-SD,SD,SD,lesion,True,True
LC-2021-0480239,1,2021-09-27,13,CALLE,SD,False,13,-58.451414800078,-34.563196719892,SD-SD,SD,SD,lesion,True,True
LC-2021-0480258,1,2021-09-27,16,CALLE,SD,False,10,-58.488252521539,-34.63558760565,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,lesion,False,False
LC-2021-0480271,2,2021-09-27,16,CALLE,SD,False,6,-58.451986844337,-34.624835610112,SD-SD,SD,SD,lesion,True,True
LC-2021-0480272,1,2021-09-27,16,CALLE,SD,False,8,-58.489352874949,-34.676485975842,SD-SD,SD,SD,lesion,True,True
LC-2021-0480300,1,2021-09-27,17,CALLE,SD,False,5,-58.419498728579,-34.629282051932,SD-SD,SD,SD,lesion,False,False
LC-2021-0480363,1,2021-09-27,16,CALLE,SD,False,4,-58.389587778283,-34.641202461769,SD-SD,SD,SD,lesion,False,False
LC-2021-0480539,1,2021-09-27,11,CALLE,SD,False,1,-58.384394762619,-34.62231326204,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,lesion,True,True
LC-2021-0480794,2,2021-09-27,22,CALLE,SD,False,1,-58.386157965049,-34.611088334287,TAXI-AUTO,TAXI,AUTO,lesion,False,False
LC-2021-0480985,1,2021-09-28,7,CALLE,SD,False,3,-58.39207883028,-34.62705646959,SD-SD,SD,SD,lesion,True,False
LC-2021-0481133,1,2021-09-28,8,CALLE,SD,False,1,-58.379616052208,-34.627779222255,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,lesion,True,True
LC-2021-0481521,1,2021-09-28,11,CALLE,SD,False,2,-58.388951959382,-34.58758087873,SD-SD,SD,SD,lesion,True,False
LC-2021-0481814,2,2021-09-28,15,CALLE,SD,False,4,-58.389668144734,-34.642921833054,MOTO-AUTO,MOTO,AUTO,lesion,True,True
LC-2021-0481835,1,2021-09-28,14,CALLE,SD,False,7,-58.471195867061,-34.634118865716,SD-SD,SD,SD,lesion,True,True
LC-2021-0482085,1,2021-09-28,14,CALLE,SD,False,15,-58.458935335128,-34.604373182075,MOTO-AUTO,MOTO,AUTO,lesion,False,False
LC-2021-0482193,1,2021-09-28,14,CALLE,SD,False,4,-58.37483816252,-34.638480085493,PEATON-AUTO,PEATON,AUTO,lesion,False,False
LC-2021-0482260,1,2021-09-28,16,CALLE,SD,False,1,-58.381944215831,-34.609088246224,SD-SD,SD,SD,lesion,True,True
LC-2021-0482584,1,2021-09-28,18,CALLE,SD,False,5,-58.419719930476,-34.611122404081,MOTO-PEATON,MOTO,PEATON,lesion,True,True
LC-2021-0484179,1,2021-09-28,13,CALLE,SD,False,11,-58.489880636901,-34.617467036745,SD-SD,SD,SD,lesion,False,False
LC-2021-0504865,1,2021-09-28,11,CALLE,SD,False,4,-58.363689913354,-34.636247690812,PEATON-AUTO,PEATON,AUTO,lesion,False,False
LC-2021-0482949,1,2021-09-29,7,CALLE,SD,False,11,-58.486187371993,-34.60574599289,SD-SD,SD,SD,lesion,True,True
LC-2021-0483450,2,2021-09-29,10,CALLE,SD,False,8,-58.47835547641,-34.673401945359,SD-SD,SD,SD,lesion,False,False
